bedrooms,bathrooms,toilets,parking_space,house_type,town,state,price,latitude,total_rooms,longitude
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0,6.4698419,14.0,3.5851718
4.0,4.0,5.0,2.0,Semi Detached Duplex,Lekki,Lagos,75000000.0,6.4698419,13.0,3.5851718
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,65000000.0,6.4698419,14.0,3.5851718
4.0,4.0,5.0,5.0,Detached Duplex,Ajah,Lagos,60000000.0,6.464587400000001,13.0,3.5725244
4.0,5.0,6.0,3.0,Semi Detached Duplex,Lekki,Lagos,65000000.0,6.4698419,15.0,3.5851718
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,70000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,48000000.0,6.4698419,13.0,3.5851718
4.0,5.0,5.0,4.0,Detached Duplex,Victoria Island (VI),Lagos,170000000.0,6.429098199999999,14.0,3.4238032
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,85000000.0,6.4698419,16.0,3.5851718
4.0,5.0,5.0,2.0,Terraced Duplexes,Victoria Island (VI),Lagos,130000000.0,6.429098199999999,14.0,3.4238032
5.0,6.0,7.0,6.0,Detached Duplex,Katampe,Abuja,160000000.0,9.1010936,18.0,7.446778
4.0,4.0,5.0,3.0,Detached Duplex,Ajah,Lagos,60000000.0,6.464587400000001,13.0,3.5725244
4.0,4.0,5.0,5.0,Detached Duplex,Lekki,Lagos,180000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,2.0,Semi Detached Duplex,Lekki,Lagos,75000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,4.0,Detached Duplex,Magodo,Lagos,140000000.0,6.6178643,13.0,3.4000616
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,120000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,55000000.0,6.4698419,13.0,3.5851718
6.0,6.0,7.0,8.0,Detached Duplex,Gwarinpa,Abuja,130000000.0,9.0673179,19.0,7.398260199999999
4.0,5.0,5.0,4.0,Semi Detached Duplex,Gwarinpa,Abuja,75000000.0,9.0673179,14.0,7.398260199999999
2.0,2.0,3.0,4.0,Terraced Duplexes,Lekki,Lagos,53000000.0,6.4698419,7.0,3.5851718
5.0,5.0,5.0,4.0,Detached Bungalow,Katampe,Abuja,130000000.0,9.1010936,15.0,7.446778
3.0,3.0,4.0,3.0,Terraced Duplexes,Lekki,Lagos,65000000.0,6.4698419,10.0,3.5851718
4.0,4.0,4.0,3.0,Terraced Duplexes,Lekki,Lagos,55000000.0,6.4698419,12.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0,6.4698419,16.0,3.5851718
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,69000000.0,6.4698419,14.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,105000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,3.0,Semi Detached Duplex,Ajah,Lagos,60000000.0,6.464587400000001,13.0,3.5725244
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,105000000.0,6.4698419,16.0,3.5851718
4.0,5.0,5.0,4.0,Semi Detached Duplex,Ajah,Lagos,60000000.0,6.464587400000001,14.0,3.5725244
5.0,6.0,7.0,4.0,Detached Duplex,Lekki,Lagos,150000000.0,6.4698419,18.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,75000000.0,6.464587400000001,16.0,3.5725244
5.0,5.0,6.0,2.0,Detached Duplex,Lekki,Lagos,110000000.0,6.4698419,16.0,3.5851718
4.0,4.0,4.0,5.0,Detached Duplex,Ajah,Lagos,50000000.0,6.464587400000001,12.0,3.5725244
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,135000000.0,6.4698419,16.0,3.5851718
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,150000000.0,6.4698419,15.0,3.5851718
4.0,5.0,6.0,4.0,Terraced Duplexes,Katampe,Abuja,131000000.0,9.1010936,15.0,7.446778
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0,6.4698419,13.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,155000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,105000000.0,6.4698419,13.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,100000000.0,6.4698419,16.0,3.5851718
4.0,5.0,5.0,4.0,Terraced Duplexes,Jahi,Abuja,75000000.0,9.1068175,14.0,7.447600800000001
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,70000000.0,6.4698419,14.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,145000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,61000000.0,6.4698419,13.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,110000000.0,6.4698419,16.0,3.5851718
4.0,5.0,6.0,4.0,Terraced Duplexes,Lekki,Lagos,145000000.0,6.4698419,15.0,3.5851718
4.0,4.0,5.0,5.0,Semi Detached Duplex,Lekki,Lagos,150000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,80000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,75000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,3.0,Detached Duplex,Ikeja,Lagos,60000000.0,6.601838,13.0,3.3514863
5.0,5.0,6.0,5.0,Semi Detached Duplex,Owerri Municipal,Imo,60000000.0,5.4682267,16.0,7.0175879
3.0,5.0,5.0,4.0,Block of Flats,Magodo,Lagos,55000000.0,6.6178643,13.0,3.4000616
4.0,4.0,5.0,4.0,Detached Duplex,Gwarinpa,Abuja,80000000.0,9.0673179,13.0,7.398260199999999
4.0,5.0,5.0,6.0,Detached Duplex,Lekki,Lagos,70000000.0,6.4698419,14.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,90000000.0,6.464587400000001,16.0,3.5725244
5.0,5.0,6.0,4.0,Detached Duplex,Katampe,Abuja,150000000.0,9.1010936,16.0,7.446778
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,70000000.0,6.4698419,14.0,3.5851718
4.0,3.0,3.0,4.0,Terraced Duplexes,Guzape District,Abuja,49900000.0,9.0117252,10.0,7.5079538
5.0,6.0,7.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0,6.4698419,18.0,3.5851718
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,70000000.0,6.464587400000001,13.0,3.5725244
4.0,5.0,5.0,4.0,Semi Detached Duplex,Port Harcourt,Rivers,85000000.0,4.847222599999999,14.0,6.974603999999999
4.0,4.0,5.0,3.0,Terraced Duplexes,Jahi,Abuja,65000000.0,9.1068175,13.0,7.447600800000001
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0,6.4698419,16.0,3.5851718
3.0,3.0,4.0,3.0,Semi Detached Duplex,Ajah,Lagos,50000000.0,6.464587400000001,10.0,3.5725244
4.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,65000000.0,6.464587400000001,14.0,3.5725244
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,80000000.0,6.4698419,16.0,3.5851718
8.0,1.0,1.0,4.0,Detached Duplex,Ibadan,Oyo,150000000.0,7.3775355,10.0,3.9470396
5.0,5.0,6.0,4.0,Detached Duplex,Gwarinpa,Abuja,150000000.0,9.0673179,16.0,7.398260199999999
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,110000000.0,6.4698419,14.0,3.5851718
4.0,4.0,5.0,4.0,Terraced Duplexes,Life Camp,Abuja,60000000.0,9.0848611,13.0,7.3694922
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0,6.4698419,17.0,3.5851718
4.0,4.0,5.0,4.0,Terraced Duplexes,Victoria Island (VI),Lagos,115000000.0,6.429098199999999,13.0,3.4238032
4.0,4.0,4.0,3.0,Terraced Duplexes,Ikeja,Lagos,180000000.0,6.601838,12.0,3.3514863
4.0,4.0,5.0,4.0,Terraced Duplexes,Magodo,Lagos,75000000.0,6.6178643,13.0,3.4000616
4.0,5.0,5.0,4.0,Block of Flats,Owerri Municipal,Imo,130000000.0,5.4682267,14.0,7.0175879
4.0,4.0,5.0,4.0,Semi Detached Duplex,Ajah,Lagos,48000000.0,6.464587400000001,13.0,3.5725244
5.0,5.0,5.0,4.0,Detached Duplex,Magodo,Lagos,85000000.0,6.6178643,15.0,3.4000616
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,65000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,70000000.0,6.4698419,13.0,3.5851718
3.0,3.0,4.0,3.0,Semi Detached Duplex,Magodo,Lagos,85000000.0,6.6178643,10.0,3.4000616
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,75000000.0,6.4698419,13.0,3.5851718
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,80000000.0,6.4698419,14.0,3.5851718
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,160000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,75000000.0,6.4698419,13.0,3.5851718
5.0,5.0,6.0,3.0,Terraced Duplexes,Lekki,Lagos,65000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,85000000.0,6.4698419,16.0,3.5851718
6.0,6.0,7.0,3.0,Detached Duplex,Isheri North,Ogun,140000000.0,6.6351156,19.0,3.3603044
9.0,9.0,1.0,1.0,Detached Duplex,Isolo,Lagos,70000000.0,6.537182500000001,19.0,3.322734
4.0,4.0,5.0,4.0,Terraced Duplexes,Guzape District,Abuja,65000000.0,9.0117252,13.0,7.5079538
5.0,5.0,6.0,8.0,Detached Duplex,Lokogoma District,Abuja,120000000.0,8.978615699999999,16.0,7.458202999999998
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,85000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,2.0,Semi Detached Duplex,Lekki,Lagos,60000000.0,6.4698419,13.0,3.5851718
5.0,4.0,5.0,3.0,Detached Duplex,Ajah,Lagos,68000000.0,6.464587400000001,14.0,3.5725244
5.0,6.0,7.0,5.0,Detached Duplex,Lekki,Lagos,120000000.0,6.4698419,18.0,3.5851718
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,110000000.0,6.4698419,17.0,3.5851718
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0,6.4698419,14.0,3.5851718
4.0,5.0,5.0,4.0,Detached Duplex,Guzape District,Abuja,180000000.0,9.0117252,14.0,7.5079538
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,65000000.0,6.4698419,13.0,3.5851718
5.0,6.0,7.0,3.0,Detached Duplex,Lekki,Lagos,70000000.0,6.4698419,18.0,3.5851718
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,160000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,3.0,Terraced Duplexes,Victoria Island (VI),Lagos,180000000.0,6.429098199999999,13.0,3.4238032
4.0,4.0,5.0,5.0,Detached Duplex,Ajah,Lagos,65000000.0,6.464587400000001,13.0,3.5725244
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,80000000.0,6.4698419,14.0,3.5851718
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,55000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,74000000.0,6.4698419,13.0,3.5851718
4.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,75000000.0,6.464587400000001,14.0,3.5725244
4.0,4.0,4.0,3.0,Terraced Duplexes,Ikeja,Lagos,180000000.0,6.601838,12.0,3.3514863
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,120000000.0,6.4698419,13.0,3.5851718
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,125000000.0,6.4698419,16.0,3.5851718
4.0,4.0,4.0,4.0,Detached Duplex,Lekki,Lagos,65000000.0,6.4698419,12.0,3.5851718
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0,6.4698419,14.0,3.5851718
5.0,7.0,7.0,8.0,Semi Detached Duplex,Lekki,Lagos,80000000.0,6.4698419,19.0,3.5851718
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,145000000.0,6.4698419,15.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,95000000.0,6.464587400000001,16.0,3.5725244
5.0,5.0,6.0,3.0,Semi Detached Duplex,Lekki,Lagos,160000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,150000000.0,6.4698419,16.0,3.5851718
3.0,3.0,4.0,4.0,Terraced Duplexes,Katampe,Abuja,75000000.0,9.1010936,10.0,7.446778
4.0,4.0,5.0,2.0,Semi Detached Duplex,Lekki,Lagos,70000000.0,6.4698419,13.0,3.5851718
4.0,5.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,140000000.0,6.4698419,14.0,3.5851718
2.0,3.0,3.0,4.0,Block of Flats,Lekki,Lagos,65000000.0,6.4698419,8.0,3.5851718
4.0,4.0,5.0,2.0,Terraced Duplexes,Life Camp,Abuja,60000000.0,9.0848611,13.0,7.3694922
4.0,5.0,5.0,3.0,Detached Duplex,Lekki,Lagos,85000000.0,6.4698419,14.0,3.5851718
5.0,7.0,7.0,4.0,Detached Duplex,Wuye,Abuja,165000000.0,9.0502115,19.0,7.4440401
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0,6.4698419,14.0,3.5851718
4.0,4.0,5.0,2.0,Detached Duplex,Lekki,Lagos,70000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,82000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,55000000.0,6.4698419,13.0,3.5851718
2.0,3.0,3.0,3.0,Block of Flats,Lekki,Lagos,50000000.0,6.4698419,8.0,3.5851718
5.0,5.0,6.0,8.0,Detached Duplex,Lekki,Lagos,150000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,5.0,Detached Duplex,Ikeja,Lagos,130000000.0,6.601838,16.0,3.3514863
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,125000000.0,6.4698419,13.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0,6.4698419,16.0,3.5851718
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,125000000.0,6.4698419,14.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,100000000.0,6.4698419,16.0,3.5851718
4.0,6.0,6.0,4.0,Detached Duplex,Ibadan,Oyo,75000000.0,7.3775355,16.0,3.9470396
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,150000000.0,6.4698419,17.0,3.5851718
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,160000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,90000000.0,6.4698419,13.0,3.5851718
5.0,5.0,5.0,4.0,Detached Duplex,Ikeja,Lagos,165000000.0,6.601838,15.0,3.3514863
4.0,5.0,5.0,4.0,Terraced Duplexes,Ikeja,Lagos,110000000.0,6.601838,14.0,3.3514863
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,70000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,8.0,Detached Duplex,Lekki,Lagos,65000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,2.0,Detached Duplex,Ajah,Lagos,75000000.0,6.464587400000001,13.0,3.5725244
4.0,4.0,5.0,5.0,Detached Duplex,Lekki,Lagos,100000000.0,6.4698419,13.0,3.5851718
5.0,5.0,6.0,2.0,Detached Duplex,Lekki,Lagos,115000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Guzape District,Abuja,180000000.0,9.0117252,16.0,7.5079538
4.0,5.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,75000000.0,6.4698419,14.0,3.5851718
5.0,5.0,6.0,5.0,Detached Duplex,Ikeja,Lagos,125000000.0,6.601838,16.0,3.3514863
5.0,6.0,7.0,6.0,Detached Duplex,Lekki,Lagos,110000000.0,6.4698419,18.0,3.5851718
5.0,5.0,5.0,8.0,Detached Duplex,Isolo,Lagos,52000000.0,6.537182500000001,15.0,3.322734
4.0,4.0,4.0,4.0,Semi Detached Duplex,Magodo,Lagos,75000000.0,6.6178643,12.0,3.4000616
3.0,5.0,4.0,4.0,Detached Duplex,Ikeja,Lagos,130000000.0,6.601838,12.0,3.3514863
1.0,4.0,4.0,4.0,Detached Duplex,Surulere,Lagos,50000000.0,6.4926317,9.0,3.3489671
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,125000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,120000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,60000000.0,6.464587400000001,16.0,3.5725244
4.0,4.0,5.0,4.0,Detached Duplex,Isolo,Lagos,55000000.0,6.537182500000001,13.0,3.322734
5.0,5.0,6.0,5.0,Detached Duplex,Port Harcourt,Rivers,180000000.0,4.847222599999999,16.0,6.974603999999999
5.0,6.0,7.0,4.0,Detached Duplex,Ajah,Lagos,55000000.0,6.464587400000001,18.0,3.5725244
4.0,5.0,5.0,4.0,Terraced Duplexes,Life Camp,Abuja,75000000.0,9.0848611,14.0,7.3694922
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,65000000.0,6.4698419,16.0,3.5851718
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,150000000.0,6.4698419,15.0,3.5851718
4.0,5.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,55000000.0,6.4698419,14.0,3.5851718
5.0,7.0,7.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0,6.4698419,19.0,3.5851718
4.0,5.0,5.0,4.0,Block of Flats,Port Harcourt,Rivers,70000000.0,4.847222599999999,14.0,6.974603999999999
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,67000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,60000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,60000000.0,6.4698419,13.0,3.5851718
5.0,5.0,5.0,4.0,Detached Duplex,Ikeja,Lagos,125000000.0,6.601838,15.0,3.3514863
5.0,4.0,5.0,4.0,Detached Duplex,Gwarinpa,Abuja,140000000.0,9.0673179,14.0,7.398260199999999
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,62000000.0,6.4698419,13.0,3.5851718
3.0,3.0,4.0,4.0,Detached Bungalow,Gwarinpa,Abuja,70000000.0,9.0673179,10.0,7.398260199999999
3.0,6.0,4.0,6.0,Detached Bungalow,Lokogoma District,Abuja,50000000.0,8.978615699999999,13.0,7.458202999999998
4.0,4.0,5.0,5.0,Semi Detached Duplex,Katampe,Abuja,160000000.0,9.1010936,13.0,7.446778
9.0,9.0,1.0,1.0,Detached Duplex,Isolo,Lagos,70000000.0,6.537182500000001,19.0,3.322734
5.0,5.0,5.0,2.0,Detached Duplex,Lekki,Lagos,110000000.0,6.4698419,15.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,100000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,5.0,Detached Duplex,Ajah,Lagos,120000000.0,6.464587400000001,16.0,3.5725244
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,65000000.0,6.4698419,13.0,3.5851718
3.0,5.0,5.0,4.0,Detached Duplex,Gwarinpa,Abuja,80000000.0,9.0673179,13.0,7.398260199999999
5.0,6.0,6.0,7.0,Detached Duplex,Apo,Abuja,85000000.0,8.9773902,17.0,7.4974852
5.0,5.0,5.0,4.0,Detached Duplex,Isolo,Lagos,50000000.0,6.537182500000001,15.0,3.322734
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0,6.4698419,13.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Ikeja,Lagos,150000000.0,6.601838,16.0,3.3514863
4.0,4.0,5.0,4.0,Semi Detached Duplex,Ajah,Lagos,72000000.0,6.464587400000001,13.0,3.5725244
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,70000000.0,6.4698419,14.0,3.5851718
4.0,6.0,6.0,4.0,Detached Duplex,Ajah,Lagos,65000000.0,6.464587400000001,16.0,3.5725244
4.0,5.0,5.0,4.0,Detached Duplex,Ikeja,Lagos,55000000.0,6.601838,14.0,3.3514863
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,80000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,58000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,65000000.0,6.464587400000001,13.0,3.5725244
5.0,5.0,6.0,1.0,Detached Duplex,Gwarinpa,Abuja,85000000.0,9.0673179,16.0,7.398260199999999
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,85000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,65000000.0,6.4698419,13.0,3.5851718
5.0,5.0,6.0,5.0,Detached Duplex,Ikeja,Lagos,130000000.0,6.601838,16.0,3.3514863
4.0,5.0,5.0,7.0,Block of Flats,Port Harcourt,Rivers,60000000.0,4.847222599999999,14.0,6.974603999999999
4.0,5.0,5.0,4.0,Detached Duplex,Port Harcourt,Rivers,60000000.0,4.847222599999999,14.0,6.974603999999999
5.0,5.0,6.0,4.0,Terraced Duplexes,Lekki,Lagos,77000000.0,6.4698419,16.0,3.5851718
3.0,4.0,5.0,2.0,Terraced Duplexes,Ajah,Lagos,65000000.0,6.464587400000001,12.0,3.5725244
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,65000000.0,6.4698419,13.0,3.5851718
5.0,5.0,6.0,5.0,Detached Duplex,Ajah,Lagos,65000000.0,6.464587400000001,16.0,3.5725244
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,105000000.0,6.4698419,13.0,3.5851718
5.0,6.0,6.0,1.0,Detached Duplex,Port Harcourt,Rivers,100000000.0,4.847222599999999,17.0,6.974603999999999
3.0,3.0,3.0,9.0,Block of Flats,Owerri Municipal,Imo,65000000.0,5.4682267,9.0,7.0175879
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,1.0,Detached Duplex,Port Harcourt,Rivers,135000000.0,4.847222599999999,13.0,6.974603999999999
2.0,2.0,3.0,2.0,Terraced Duplexes,Lekki,Lagos,75000000.0,6.4698419,7.0,3.5851718
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,95000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,125000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,4.0,Terraced Duplexes,Ikeja,Lagos,80000000.0,6.601838,13.0,3.3514863
4.0,6.0,6.0,9.0,Terraced Duplexes,Guzape District,Abuja,130000000.0,9.0117252,16.0,7.5079538
4.0,5.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,70000000.0,6.4698419,14.0,3.5851718
3.0,4.0,4.0,4.0,Detached Duplex,Ikeja,Lagos,130000000.0,6.601838,11.0,3.3514863
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,115000000.0,6.4698419,15.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Port Harcourt,Rivers,65000000.0,4.847222599999999,16.0,6.974603999999999
4.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,75000000.0,6.464587400000001,15.0,3.5725244
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,70000000.0,6.464587400000001,13.0,3.5725244
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,50000000.0,6.4698419,15.0,3.5851718
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,160000000.0,6.4698419,15.0,3.5851718
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,150000000.0,6.4698419,15.0,3.5851718
5.0,6.0,6.0,4.0,Detached Duplex,Victoria Island (VI),Lagos,170000000.0,6.429098199999999,17.0,3.4238032
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,90000000.0,6.4698419,13.0,3.5851718
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,115000000.0,6.4698419,16.0,3.5851718
4.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,110000000.0,6.4698419,15.0,3.5851718
4.0,5.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,50000000.0,6.4698419,14.0,3.5851718
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0,6.4698419,14.0,3.5851718
4.0,5.0,5.0,5.0,Detached Duplex,Katampe,Abuja,145000000.0,9.1010936,14.0,7.446778
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,70000000.0,6.4698419,13.0,3.5851718
4.0,5.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,85000000.0,6.4698419,14.0,3.5851718
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,85000000.0,6.4698419,13.0,3.5851718
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,150000000.0,6.4698419,14.0,3.5851718
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,95000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,65000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,2.0,Semi Detached Duplex,Lekki,Lagos,90000000.0,6.4698419,13.0,3.5851718
5.0,6.0,7.0,5.0,Detached Duplex,Lekki,Lagos,120000000.0,6.4698419,18.0,3.5851718
5.0,5.0,5.0,4.0,Detached Duplex,Surulere,Lagos,150000000.0,6.4926317,15.0,3.3489671
5.0,5.0,6.0,6.0,Semi Detached Duplex,Ibeju Lekki,Lagos,49000000.0,6.4569054,16.0,3.8858955
5.0,5.0,6.0,4.0,Detached Duplex,Ikeja,Lagos,130000000.0,6.601838,16.0,3.3514863
