bedrooms,bathrooms,toilets,parking_space,title,town,state,price,latitude,total_rooms,longitude
5.0,6.0,6.0,6.0,Detached Duplex,Lekki,Lagos,120000000.0,6.4698419,17.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,110000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Mabushi,Abuja,200000000.0,9.0830863,16.0,7.4481568
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,120000000.0,6.4698419,13.0,3.5851718
4.0,4.0,4.0,2.0,Terraced Duplexes,Gaduwa,Abuja,27000000.0,9.002694199999999,12.0,7.46544
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,300000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,95000000.0,6.4698419,16.0,3.5851718
2.0,2.0,2.0,6.0,Block of Flats,Port Harcourt,Rivers,28000000.0,4.847222599999999,6.0,6.974603999999999
3.0,3.0,4.0,4.0,Detached Bungalow,Ajah,Lagos,27000000.0,6.464587400000001,10.0,3.5725244
5.0,5.0,6.0,5.0,Detached Duplex,Wuye,Abuja,100000000.0,9.0502115,16.0,7.4440401
4.0,5.0,5.0,5.0,Detached Duplex,Ajah,Lagos,50000000.0,6.464587400000001,14.0,3.5725244
3.0,3.0,4.0,4.0,Terraced Duplexes,Victoria Island (VI),Lagos,130000000.0,6.429098199999999,10.0,3.4238032
6.0,6.0,7.0,6.0,Detached Duplex,Port Harcourt,Rivers,120000000.0,4.847222599999999,19.0,6.974603999999999
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,140000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,3.0,Detached Duplex,Ajah,Lagos,75000000.0,6.464587400000001,13.0,3.5725244
5.0,5.0,6.0,4.0,Detached Duplex,Owerri Municipal,Imo,90000000.0,5.4682267,16.0,7.0175879
2.0,2.0,3.0,2.0,Block of Flats,Lekki,Lagos,50000000.0,6.4698419,7.0,3.5851718
4.0,5.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,50000000.0,6.4698419,14.0,3.5851718
6.0,6.0,6.0,4.0,Detached Bungalow,Ajah,Lagos,40000000.0,6.464587400000001,18.0,3.5725244
4.0,4.0,4.0,5.0,Detached Duplex,Ajah,Lagos,70000000.0,6.464587400000001,12.0,3.5725244
5.0,5.0,5.0,4.0,Detached Duplex,Magodo,Lagos,180000000.0,6.6178643,15.0,3.4000616
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,67000000.0,6.4698419,13.0,3.5851718
1.0,1.0,1.0,1.0,Block of Flats,Magodo,Lagos,120000000.0,6.6178643,3.0,3.4000616
5.0,5.0,6.0,4.0,Detached Duplex,Ibeju Lekki,Lagos,100000000.0,6.4569054,16.0,3.8858955
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,80000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,5.0,Terraced Duplexes,Gwarinpa,Abuja,46000000.0,9.0673179,13.0,7.398260199999999
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,100000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,5.0,Terraced Duplexes,Life Camp,Abuja,65000000.0,9.0848611,13.0,7.3694922
5.0,6.0,6.0,2.0,Detached Duplex,Enugu,Enugu,60000000.0,6.448270099999999,17.0,7.5138947
5.0,5.0,6.0,8.0,Detached Duplex,Lekki,Lagos,170000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,5.0,Detached Duplex,Lekki,Lagos,45000000.0,6.4698419,13.0,3.5851718
5.0,5.0,6.0,7.0,Detached Duplex,Lekki,Lagos,140000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,125000000.0,6.4698419,13.0,3.5851718
3.0,3.0,4.0,2.0,Detached Bungalow,Ibeju Lekki,Lagos,46200000.0,6.4569054,10.0,3.8858955
4.0,4.0,5.0,4.0,Detached Duplex,Ikoyi,Lagos,280000000.0,6.449999999999999,13.0,3.433333
8.0,8.0,8.0,4.0,Detached Duplex,Ikeja,Lagos,100000000.0,6.601838,24.0,3.3514863
4.0,4.0,5.0,6.0,Detached Duplex,Lekki,Lagos,130000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,50000000.0,6.4698419,13.0,3.5851718
5.0,5.0,6.0,3.0,Terraced Duplexes,Victoria Island (VI),Lagos,150000000.0,6.429098199999999,16.0,3.4238032
4.0,5.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,50000000.0,6.4698419,14.0,3.5851718
5.0,6.0,6.0,8.0,Detached Duplex,Magodo,Lagos,180000000.0,6.6178643,17.0,3.4000616
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,46000000.0,6.4698419,13.0,3.5851718
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,160000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,4.0,Terraced Duplexes,Ajah,Lagos,55000000.0,6.464587400000001,13.0,3.5725244
5.0,5.0,6.0,4.0,Semi Detached Duplex,Lekki,Lagos,85000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0,6.4698419,16.0,3.5851718
4.0,5.0,5.0,3.0,Terraced Duplexes,Victoria Island (VI),Lagos,85000000.0,6.429098199999999,14.0,3.4238032
4.0,4.0,5.0,3.0,Terraced Duplexes,Jabi,Abuja,90000000.0,9.0641062,13.0,7.422939500000001
5.0,5.0,5.0,4.0,Detached Duplex,Ikeja,Lagos,160000000.0,6.601838,15.0,3.3514863
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,190000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,50000000.0,6.4698419,13.0,3.5851718
5.0,5.0,6.0,1.0,Detached Duplex,Maitama District,Abuja,300000000.0,9.0881961,16.0,7.493382399999999
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,56000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,95000000.0,6.4698419,13.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,185000000.0,6.4698419,16.0,3.5851718
3.0,2.0,2.0,4.0,Semi Detached Bungalow,Surulere,Lagos,45000000.0,6.4926317,7.0,3.3489671
3.0,3.0,4.0,4.0,Detached Duplex,Lekki,Lagos,48000000.0,6.4698419,10.0,3.5851718
3.0,3.0,3.0,4.0,Block of Flats,Jahi,Abuja,350000000.0,9.1068175,9.0,7.447600800000001
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,68000000.0,6.4698419,13.0,3.5851718
2.0,1.0,5.0,1.0,Block of Flats,Agege,Lagos,60000000.0,6.617973099999999,8.0,3.3208916
5.0,4.0,4.0,4.0,Detached Duplex,Ibadan,Oyo,70000000.0,7.3775355,13.0,3.9470396
5.0,6.0,6.0,8.0,Detached Duplex,Lekki,Lagos,120000000.0,6.4698419,17.0,3.5851718
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0,6.4698419,15.0,3.5851718
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,50000000.0,6.4698419,13.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,40000000.0,6.464587400000001,16.0,3.5725244
5.0,5.0,5.0,4.0,Detached Bungalow,Port Harcourt,Rivers,150000000.0,4.847222599999999,15.0,6.974603999999999
4.0,4.0,5.0,5.0,Detached Duplex,Lekki,Lagos,150000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,61000000.0,6.4698419,13.0,3.5851718
3.0,3.0,4.0,6.0,Semi Detached Bungalow,Ajah,Lagos,30000000.0,6.464587400000001,10.0,3.5725244
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,80000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,84000000.0,6.4698419,13.0,3.5851718
3.0,4.0,4.0,4.0,Semi Detached Bungalow,Mbora (Nbora),Abuja,40000000.0,9.0444948,11.0,7.407044300000001
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,70000000.0,6.4698419,13.0,3.5851718
5.0,6.0,6.0,5.0,Detached Duplex,Lekki,Lagos,145000000.0,6.4698419,17.0,3.5851718
2.0,2.0,3.0,3.0,Semi Detached Duplex,Lokogoma District,Abuja,28000000.0,8.978615699999999,7.0,7.458202999999998
4.0,4.0,4.0,5.0,Detached Duplex,Ajah,Lagos,65000000.0,6.464587400000001,12.0,3.5725244
4.0,4.0,5.0,2.0,Detached Duplex,Lekki,Lagos,75000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,4.0,Terraced Duplexes,Victoria Island (VI),Lagos,150000000.0,6.429098199999999,13.0,3.4238032
4.0,5.0,5.0,4.0,Terraced Duplexes,Wuye,Abuja,60000000.0,9.0502115,14.0,7.4440401
4.0,5.0,5.0,4.0,Terraced Duplexes,Maitama District,Abuja,200000000.0,9.0881961,14.0,7.493382399999999
6.0,6.0,7.0,5.0,Detached Duplex,Isheri North,Lagos,150000000.0,6.6334151,19.0,3.41202
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,135000000.0,6.4698419,16.0,3.5851718
7.0,7.0,7.0,1.0,Detached Bungalow,Alimosho,Lagos,35000000.0,6.5744462,21.0,3.2569872
5.0,6.0,6.0,4.0,Detached Duplex,Utako,Abuja,170000000.0,9.0678511,17.0,7.446440199999999
1.0,5.0,2.0,1.0,Block of Flats,Lekki,Lagos,27000000.0,6.4698419,8.0,3.5851718
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,105000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,280000000.0,6.4698419,16.0,3.5851718
7.0,9.0,9.0,5.0,Detached Duplex,Gwarinpa,Abuja,82000000.0,9.0673179,25.0,7.398260199999999
4.0,5.0,5.0,5.0,Detached Duplex,Ajah,Lagos,55000000.0,6.464587400000001,14.0,3.5725244
4.0,4.0,5.0,4.0,Semi Detached Duplex,Victoria Island (VI),Lagos,130000000.0,6.429098199999999,13.0,3.4238032
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,60000000.0,6.4698419,13.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,95000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,160000000.0,6.4698419,13.0,3.5851718
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0,6.4698419,15.0,3.5851718
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,300000000.0,6.4698419,17.0,3.5851718
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,50000000.0,6.464587400000001,13.0,3.5725244
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,350000000.0,6.4698419,16.0,3.5851718
5.0,5.0,5.0,4.0,Detached Duplex,Ikeja,Lagos,120000000.0,6.601838,15.0,3.3514863
5.0,6.0,6.0,9.0,Detached Duplex,Garki,Abuja,190000000.0,9.0318959,17.0,7.482812200000001
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0,6.4698419,13.0,3.5851718
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0,6.4698419,14.0,3.5851718
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0,6.4698419,13.0,3.5851718
6.0,6.0,6.0,5.0,Detached Duplex,Lekki,Lagos,140000000.0,6.4698419,18.0,3.5851718
4.0,4.0,5.0,3.0,Terraced Duplexes,Life Camp,Abuja,45000000.0,9.0848611,13.0,7.3694922
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,125000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,96000000.0,6.4698419,16.0,3.5851718
5.0,5.0,7.0,5.0,Detached Duplex,Lekki,Lagos,180000000.0,6.4698419,17.0,3.5851718
5.0,6.0,6.0,5.0,Detached Duplex,Alimosho,Lagos,35000000.0,6.5744462,17.0,3.2569872
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,150000000.0,6.4698419,17.0,3.5851718
6.0,6.0,7.0,8.0,Detached Duplex,Lekki,Lagos,140000000.0,6.4698419,19.0,3.5851718
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,145000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0,6.4698419,13.0,3.5851718
5.0,6.0,7.0,5.0,Detached Duplex,Lekki,Lagos,110000000.0,6.4698419,18.0,3.5851718
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,200000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,110000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,2.0,Terraced Duplexes,Ajah,Lagos,38000000.0,6.464587400000001,13.0,3.5725244
3.0,5.0,5.0,4.0,Block of Flats,Gbagada,Lagos,60000000.0,6.558351699999999,13.0,3.3914817
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,65000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,80000000.0,6.4698419,13.0,3.5851718
4.0,5.0,5.0,3.0,Detached Duplex,Ajah,Lagos,40000000.0,6.464587400000001,14.0,3.5725244
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,120000000.0,6.4698419,16.0,3.5851718
4.0,5.0,5.0,4.0,Detached Duplex,Gwarinpa,Abuja,50000000.0,9.0673179,14.0,7.398260199999999
2.0,5.0,6.0,4.0,Block of Flats,Alimosho,Lagos,29999999.0,6.5744462,13.0,3.2569872
3.0,3.0,4.0,3.0,Detached Bungalow,Ajah,Lagos,43000000.0,6.464587400000001,10.0,3.5725244
3.0,3.0,4.0,2.0,Block of Flats,Victoria Island (VI),Lagos,85000000.0,6.429098199999999,10.0,3.4238032
5.0,5.0,5.0,4.0,Detached Duplex,Ikeja,Lagos,150000000.0,6.601838,15.0,3.3514863
5.0,7.0,7.0,4.0,Semi Detached Duplex,Ikoyi,Lagos,350000000.0,6.449999999999999,19.0,3.433333
3.0,3.0,4.0,2.0,Terraced Duplexes,Lekki,Lagos,40000000.0,6.4698419,10.0,3.5851718
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,130000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,3.0,Detached Duplex,Ikorodu,Lagos,40000000.0,6.6194131,13.0,3.5104537
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,80000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,4.0,Terraced Duplexes,Guzape District,Abuja,70000000.0,9.0117252,13.0,7.5079538
5.0,6.0,6.0,1.0,Detached Duplex,Guzape District,Abuja,160000000.0,9.0117252,17.0,7.5079538
5.0,5.0,7.0,8.0,Detached Duplex,Lekki,Lagos,330000000.0,6.4698419,17.0,3.5851718
2.0,2.0,3.0,3.0,Block of Flats,Lekki,Lagos,35000000.0,6.4698419,7.0,3.5851718
6.0,5.0,7.0,4.0,Detached Duplex,Isheri North,Lagos,145000000.0,6.6334151,18.0,3.41202
2.0,2.0,3.0,3.0,Terraced Duplexes,Lekki,Lagos,78000000.0,6.4698419,7.0,3.5851718
6.0,6.0,7.0,6.0,Detached Duplex,Lekki,Lagos,350000000.0,6.4698419,19.0,3.5851718
6.0,6.0,8.0,7.0,Detached Duplex,Gwarinpa,Abuja,190000000.0,9.0673179,20.0,7.398260199999999
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,160000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,120000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,94000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,70000000.0,6.4698419,13.0,3.5851718
3.0,3.0,4.0,2.0,Block of Flats,Lekki,Lagos,50000000.0,6.4698419,10.0,3.5851718
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,47000000.0,6.4698419,13.0,3.5851718
9.0,9.0,1.0,1.0,Detached Duplex,Isolo,Lagos,70000000.0,6.537182500000001,19.0,3.322734
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0,6.4698419,17.0,3.5851718
4.0,5.0,5.0,4.0,Terraced Duplexes,Kubwa,Abuja,38900000.0,9.153848600000002,14.0,7.3219648
4.0,4.0,6.0,4.0,Detached Bungalow,Ifako-Ijaiye,Lagos,65000000.0,6.6849677,14.0,3.2885455
4.0,4.0,5.0,2.0,Terraced Duplexes,Karmo,Abuja,27000000.0,9.0728668,13.0,7.362943899999999
